date,total_confirm,total_dead,total_heal,total_severe,total_suspect,today_confirm,today_dead,today_heal,today_severe,today_storeConfirm,today_suspect,name
2020-02-01,333,0,10,0,312,47,0,1,,,,江西
2020-02-02,391,0,18,0,359,58,0,8,,,,江西
2020-02-03,476,0,19,0,319,85,0,1,,,,江西
2020-02-04,548,0,27,0,343,72,0,8,,,,江西
2020-02-05,600,0,37,0,0,52,0,10,,,0.0,江西
2020-02-06,661,0,45,0,249,61,0,8,,,48.0,江西
2020-02-07,698,0,55,0,249,37,0,10,,,0.0,江西
2020-02-08,739,0,72,0,0,41,0,17,,,,江西
2020-02-09,772,1,102,0,0,33,1,30,,,,江西
2020-02-10,804,1,127,0,0,32,0,25,,,0.0,江西
2020-02-11,844,1,152,0,0,40,0,25,,,,江西
2020-02-12,872,1,170,0,0,28,0,18,,,,江西
2020-02-13,900,1,187,0,0,28,0,17,,,,江西
2020-02-14,912,1,210,0,0,12,0,23,,,0.0,江西
2020-02-15,925,1,239,0,0,13,0,29,,,,江西
2020-02-16,930,1,275,0,0,5,0,36,,,,江西
2020-02-17,933,1,310,0,0,3,0,35,,,,江西
2020-02-18,933,1,362,0,0,0,0,52,,,,江西
2020-02-19,934,1,432,0,0,1,0,70,,,,江西
2020-02-20,934,1,489,0,0,0,0,57,,,,江西
2020-02-21,934,1,544,0,0,0,0,55,,,,江西
2020-02-22,934,1,611,0,0,0,0,67,,,,江西
2020-02-23,934,1,645,0,0,0,0,34,,,,江西
2020-02-24,934,1,682,0,0,0,0,37,,,,江西
2020-02-25,934,1,719,0,0,0,0,37,,,,江西
2020-02-26,934,1,754,0,0,0,0,35,,,,江西
2020-02-27,935,1,790,0,0,1,0,36,,,,江西
2020-02-28,935,1,811,0,0,0,0,21,,,,江西
2020-02-29,935,1,831,0,0,0,0,20,,,,江西
2020-03-01,935,1,850,0,0,0,0,19,,,,江西
2020-03-02,935,1,870,0,0,0,0,20,,,,江西
2020-03-03,935,1,884,0,0,0,0,14,,,,江西
2020-03-04,935,1,901,0,0,0,0,17,,,,江西
2020-03-05,935,1,908,0,0,0,0,7,,,,江西
2020-03-06,935,1,916,0,0,0,0,8,,,,江西
2020-03-07,935,1,918,0,0,0,0,2,,,,江西
2020-03-08,935,1,923,0,0,0,0,5,,,,江西
2020-03-09,935,1,927,0,0,0,0,4,,,,江西
2020-03-10,935,1,932,0,0,0,0,5,,,,江西
2020-03-11,935,1,934,0,0,0,0,2,,,,江西
2020-03-12,935,1,934,0,0,0,0,0,,,,江西
2020-03-13,935,1,934,0,0,0,0,0,,,,江西
2020-03-14,935,1,934,0,0,0,0,0,,,,江西
2020-03-15,935,1,934,0,0,0,0,0,,,,江西
2020-03-16,935,1,934,0,0,0,0,0,,,,江西
2020-03-17,935,1,934,0,0,0,0,0,,,,江西
2020-03-18,935,1,934,0,0,0,0,0,,,,江西
2020-03-19,935,1,934,0,0,0,0,0,,,,江西
2020-03-20,935,1,934,0,0,0,0,0,,,,江西
2020-03-21,936,1,934,0,0,1,0,0,,,,江西
2020-03-22,936,1,934,0,0,0,0,0,,,,江西
2020-03-23,936,1,934,0,0,0,0,0,,,,江西
2020-03-24,936,1,934,0,0,0,0,0,,,,江西
2020-03-25,936,1,934,0,0,0,0,0,,,,江西
2020-01-22,2,0,0,0,5,2,0,0,,,,山东
2020-01-23,9,0,0,0,9,7,0,0,,,,山东
2020-01-24,21,0,0,0,11,12,0,0,,,,山东
2020-01-25,39,0,0,0,11,18,0,0,,,,山东
2020-01-26,61,0,0,0,35,22,0,0,,,,山东
2020-01-27,87,0,0,0,42,26,0,0,,,,山东
2020-01-28,121,0,1,0,55,34,0,1,,,,山东
2020-01-29,145,0,1,0,79,24,0,0,,,,山东
2020-01-30,178,0,2,0,90,33,0,1,,,,山东
2020-01-31,202,0,2,0,83,24,0,0,,,,山东
2020-02-01,225,0,5,0,81,23,0,3,,,,山东
2020-02-02,246,0,6,0,62,21,0,1,,,,山东
2020-02-03,270,0,7,0,70,24,0,1,,,,山东
2020-02-04,298,0,13,0,94,28,0,6,,,,山东
2020-02-05,343,0,18,0,0,45,0,5,,,0.0,山东
2020-02-06,379,0,31,0,96,36,0,13,,,48.0,山东
2020-02-07,407,0,38,0,96,28,0,7,,,0.0,山东
2020-02-08,435,1,50,0,0,28,1,12,,,,山东
2020-02-09,459,1,63,0,0,24,0,13,,,,山东
2020-02-10,486,1,71,0,0,27,0,8,,,,山东
2020-02-11,497,1,80,0,0,11,0,9,,,,山东
2020-02-12,506,2,98,0,0,9,1,18,,,0.0,山东
2020-02-13,519,2,111,0,0,13,0,13,,,,山东
2020-02-14,530,2,139,0,0,11,0,28,,,,山东
2020-02-15,537,2,164,0,0,7,0,25,,,,山东
2020-02-16,541,2,175,0,0,4,0,11,,,,山东
2020-02-17,543,2,193,0,0,2,0,18,,,,山东
2020-02-18,544,3,215,0,0,1,1,22,,,,山东
2020-02-19,546,4,238,0,0,2,1,23,,,,山东
2020-02-20,748,4,270,0,0,202,0,32,,,,山东
2020-02-21,750,4,293,0,0,2,0,23,,,,山东
2020-02-22,754,4,311,0,0,4,0,18,,,,山东
2020-02-23,755,4,327,0,0,1,0,16,,,,山东
2020-02-24,755,6,343,0,0,0,2,16,,,,山东
2020-02-25,756,6,357,0,0,1,0,14,,,,山东
2020-02-26,756,6,381,0,0,0,0,24,,,,山东
2020-02-27,756,6,390,0,0,0,0,9,,,,山东
2020-02-28,756,6,411,0,0,0,0,21,,,,山东
2020-02-29,756,6,431,0,0,0,0,20,,,,山东
2020-03-01,758,6,455,0,0,2,0,24,,,,山东
2020-03-02,758,6,497,0,0,0,0,42,,,,山东
2020-03-03,758,6,511,0,0,0,0,14,,,,山东
2020-03-04,758,6,576,0,0,0,0,65,,,,山东
2020-03-05,758,6,602,0,0,0,0,26,,,,山东
2020-03-06,758,6,625,0,0,0,0,23,,,,山东
2020-03-07,758,6,637,0,0,0,0,12,,,,山东
2020-03-08,758,6,647,0,0,0,0,10,,,,山东
2020-03-09,758,6,703,0,0,0,0,56,,,,山东
2020-03-10,759,6,721,0,0,1,0,18,,,,山东
2020-03-11,760,6,733,0,0,1,0,12,,,,山东
2020-03-12,760,7,739,0,0,0,1,6,,,,山东
2020-03-13,760,7,740,0,0,0,0,1,,,,山东
2020-03-14,760,7,741,0,0,0,0,1,,,,山东
2020-03-15,760,7,743,0,0,0,0,2,,,,山东
2020-03-16,761,7,746,0,0,1,0,3,,,,山东
2020-03-17,761,7,746,0,0,0,0,0,,,,山东
2020-03-18,761,7,747,0,0,0,0,1,,,,山东
2020-03-19,762,7,748,0,0,1,0,1,,,,山东
2020-03-20,764,7,749,0,0,2,0,1,,,,山东
2020-03-21,765,7,750,0,0,1,0,1,,,,山东
2020-03-22,767,7,751,0,0,2,0,1,,,,山东
2020-03-23,768,7,752,0,0,1,0,1,,,,山东
2020-03-24,769,7,752,0,0,1,0,0,,,,山东
2020-03-25,769,7,752,0,0,0,0,0,,,,山东
2020-01-22,1,0,0,0,0,1,0,0,,,,江苏
2020-01-23,5,0,0,0,0,4,0,0,,,,江苏
2020-01-24,14,0,0,0,0,9,0,0,,,,江苏
2020-01-25,31,0,1,0,0,17,0,1,,,,江苏
2020-01-26,47,0,1,0,0,16,0,0,,,,江苏
2020-01-27,70,0,1,0,0,23,0,0,,,,江苏
2020-01-28,99,0,1,0,0,29,0,0,,,,江苏
2020-01-29,129,0,1,0,0,30,0,0,,,,江苏
2020-01-30,168,0,2,0,0,39,0,1,,,,江苏
2020-01-31,202,0,5,0,42,34,0,3,,,,江苏
2020-02-01,236,0,6,0,47,34,0,1,,,,江苏
2020-02-02,271,0,7,0,44,35,0,1,,,,江苏
2020-02-03,308,0,8,0,47,37,0,1,,,,江苏
2020-02-04,341,0,13,0,43,33,0,5,,,,江苏
2020-02-05,373,0,26,0,0,32,0,13,,,0.0,江苏
2020-02-06,408,0,38,0,59,35,0,12,,,34.0,江苏
2020-02-07,439,0,43,0,59,31,0,5,,,0.0,江苏
2020-02-08,468,0,51,0,0,29,0,8,,,,江苏
2020-02-09,492,0,72,0,0,24,0,21,,,,江苏
2020-02-10,515,0,84,0,0,23,0,12,,,,江苏
2020-02-11,543,0,94,0,0,28,0,10,,,,江苏
2020-02-12,570,0,131,0,0,27,0,37,,,,江苏
2020-02-13,593,0,137,0,0,23,0,6,,,,江苏
2020-02-14,604,0,160,0,0,11,0,23,,,,江苏
2020-02-15,617,0,190,0,0,13,0,30,,,,江苏
2020-02-16,626,0,226,0,0,9,0,36,,,,江苏
2020-02-17,629,0,263,0,0,3,0,37,,,,江苏
2020-02-18,631,0,296,0,0,2,0,33,,,,江苏
2020-02-19,631,0,325,0,0,0,0,29,,,,江苏
2020-02-20,631,0,352,0,0,0,0,27,,,,江苏
2020-02-21,631,0,387,0,0,0,0,35,,,,江苏
2020-02-22,631,0,411,0,0,0,0,24,,,,江苏
2020-02-23,631,0,427,0,0,0,0,16,,,,江苏
2020-02-24,631,0,458,0,0,0,0,31,,,,江苏
2020-02-25,631,0,463,0,0,0,0,5,,,,江苏
2020-02-26,631,0,494,0,0,0,0,31,,,,江苏
2020-02-27,631,0,506,0,0,0,0,12,,,,江苏
2020-02-28,631,0,519,0,0,0,0,13,,,,江苏
2020-02-29,631,0,529,0,0,0,0,10,,,,江苏
2020-03-01,631,0,536,0,0,0,0,7,,,,江苏
2020-03-02,631,0,555,0,0,0,0,19,,,,江苏
2020-03-03,631,0,565,0,0,0,0,10,,,,江苏
2020-03-04,631,0,580,0,0,0,0,15,,,,江苏
2020-03-05,631,0,588,0,0,0,0,8,,,,江苏
2020-03-06,631,0,601,0,0,0,0,13,,,,江苏
2020-03-07,631,0,610,0,0,0,0,9,,,,江苏
2020-03-08,631,0,618,0,0,0,0,8,,,,江苏
2020-03-09,631,0,622,0,0,0,0,4,,,,江苏
2020-03-10,631,0,627,0,0,0,0,5,,,,江苏
2020-03-11,631,0,628,0,0,0,0,1,,,,江苏
2020-03-12,631,0,630,0,0,0,0,2,,,,江苏
2020-03-13,631,0,630,0,0,0,0,0,,,,江苏
2020-03-14,631,0,631,0,0,0,0,1,,,,江苏
2020-03-15,631,0,631,0,0,0,0,0,,,,江苏
2020-03-16,631,0,631,0,0,0,0,0,,,,江苏
2020-03-17,631,0,631,0,0,0,0,0,,,,江苏
2020-03-18,631,0,631,0,0,0,0,0,,,,江苏
2020-03-19,631,0,631,0,0,0,0,0,,,,江苏
2020-03-20,631,0,631,0,0,0,0,0,,,,江苏
2020-03-21,633,0,631,0,0,2,0,0,,,,江苏
2020-03-22,633,0,631,0,0,0,0,0,,,,江苏
2020-03-23,636,0,631,0,0,3,0,0,,,,江苏
2020-03-24,638,0,631,0,0,2,0,0,,,,江苏
2020-03-25,640,0,631,0,0,2,0,0,,,,江苏
2020-01-21,5,0,0,0,0,5,0,0,,,,重庆
2020-01-22,9,0,0,0,13,4,0,0,,,,重庆
2020-01-23,27,0,0,0,71,18,0,0,,,,重庆
2020-01-24,57,0,0,0,86,30,0,0,,,,重庆
2020-01-25,75,0,0,0,146,18,0,0,,,,重庆
2020-01-26,110,0,0,0,188,35,0,0,,,,重庆
2020-01-27,132,0,0,0,219,22,0,0,,,,重庆
2020-01-28,147,0,0,0,246,15,0,0,,,,重庆
2020-01-29,165,0,0,0,279,18,0,0,,,,重庆
2020-01-30,206,0,1,0,378,41,0,1,,,,重庆
2020-01-31,238,1,3,0,408,32,1,2,,,,重庆
2020-02-01,262,1,3,0,425,24,0,0,,,,重庆
2020-02-02,300,2,7,0,398,38,1,4,,,,重庆
2020-02-03,337,2,9,0,387,37,0,2,,,,重庆
2020-02-04,366,2,14,0,397,29,0,5,,,,重庆
2020-02-05,389,2,15,0,0,23,0,1,,,0.0,重庆
2020-02-06,411,2,24,0,408,22,0,9,,,177.0,重庆
2020-02-07,426,2,31,0,408,15,0,7,,,0.0,重庆
2020-02-08,446,2,39,0,0,20,0,8,,,,重庆
2020-02-09,468,2,51,0,0,22,0,12,,,,重庆
2020-02-10,486,2,66,0,0,18,0,15,,,0.0,重庆
2020-02-11,505,3,79,0,0,19,1,13,,,0.0,重庆
2020-02-12,518,3,102,0,0,13,0,23,,,,重庆
2020-02-13,529,4,128,0,0,11,1,26,,,0.0,重庆
2020-02-14,537,5,152,0,0,8,1,24,,,,重庆
2020-02-15,544,5,184,0,0,7,0,32,,,0.0,重庆
2020-02-16,551,5,207,0,0,7,0,23,,,,重庆
2020-02-17,553,5,225,0,0,2,0,18,,,,重庆
2020-02-18,555,5,254,0,0,2,0,29,,,,重庆
2020-02-19,560,5,274,0,0,5,0,20,,,,重庆
2020-02-20,567,6,299,0,0,7,1,25,,,,重庆
2020-02-21,572,6,316,0,0,5,0,17,,,,重庆
2020-02-22,573,6,328,0,0,1,0,12,,,,重庆
2020-02-23,575,6,335,0,0,2,0,7,,,,重庆
2020-02-24,576,6,349,0,0,1,0,14,,,,重庆
2020-02-25,576,6,372,0,0,0,0,23,,,0.0,重庆
2020-02-26,576,6,384,0,0,0,0,12,,,,重庆
2020-02-27,576,6,401,0,0,0,0,17,,,,重庆
2020-02-28,576,6,422,0,0,0,0,21,,,0.0,重庆
2020-02-29,576,6,438,0,0,0,0,16,,,,重庆
2020-03-01,576,6,450,0,0,0,0,12,,,0.0,重庆
2020-03-02,576,6,469,0,0,0,0,19,,,,重庆
2020-03-03,576,6,490,0,0,0,0,21,,,,重庆
2020-03-04,576,6,502,0,0,0,0,12,,,,重庆
2020-03-05,576,6,512,0,0,0,0,10,,,,重庆
2020-03-06,576,6,520,0,0,0,0,8,,,,重庆
2020-03-07,576,6,526,0,0,0,0,6,,,,重庆
2020-03-08,576,6,527,0,0,0,0,1,,,,重庆
2020-03-09,576,6,542,0,0,0,0,15,,,,重庆
2020-03-10,576,6,547,0,0,0,0,5,,,,重庆
2020-03-11,576,6,554,0,0,0,0,7,,,,重庆
2020-03-12,576,6,564,0,0,0,0,10,,,,重庆
2020-03-13,576,6,566,0,0,0,0,2,,,,重庆
2020-03-14,576,6,569,0,0,0,0,3,,,,重庆
2020-03-15,576,6,570,0,0,0,0,1,,,,重庆
2020-03-16,576,6,570,0,0,0,0,0,0.0,,0.0,重庆
2020-03-17,576,6,570,0,0,0,0,0,,,,重庆
2020-03-18,576,6,570,0,0,0,0,0,,,,重庆
2020-03-19,576,6,570,0,0,0,0,0,,,,重庆
2020-03-20,576,6,570,0,0,0,0,0,,,,重庆
2020-03-21,576,6,570,0,0,0,0,0,,,,重庆
2020-03-22,577,6,570,0,0,1,0,0,,,,重庆
2020-03-23,578,6,570,0,0,1,0,0,,,,重庆
2020-03-24,578,6,570,0,0,0,0,0,,,,重庆
2020-03-25,578,6,570,0,0,0,0,0,,,,重庆
2020-01-21,10,0,0,0,0,10,0,0,,,,北京
2020-01-22,14,0,0,0,0,4,0,0,,,,北京
2020-01-23,26,0,0,0,0,12,0,0,,,,北京
2020-01-24,36,0,0,0,0,10,0,0,,,,北京
2020-01-25,51,0,0,0,0,15,0,0,,,,北京
2020-01-26,67,0,1,0,0,16,0,1,,,,北京
2020-01-27,80,1,1,0,0,13,1,0,,,,北京
2020-01-28,96,1,4,0,0,16,0,3,,,,北京
2020-01-29,112,1,4,0,0,16,0,0,,,,北京
2020-01-30,132,1,5,0,0,20,0,1,,,,北京
2020-01-31,156,1,9,0,0,24,0,4,,,,北京
2020-02-01,183,1,9,0,0,27,0,0,,,,北京
2020-02-02,212,1,12,0,0,29,0,3,,,,北京
2020-02-03,228,1,23,0,141,16,0,11,,,,北京
2020-02-04,253,1,24,0,160,25,0,1,,,,北京
2020-02-05,274,1,31,0,0,21,0,7,,,0.0,北京
2020-02-06,297,1,33,0,157,23,0,2,,,51.0,北京
2020-02-07,315,2,33,0,0,18,1,0,,,0.0,北京
2020-02-08,326,2,37,0,0,11,0,4,,,0.0,北京
2020-02-09,337,2,44,0,0,11,0,7,,,,北京
2020-02-10,342,3,48,0,0,5,1,4,,,,北京
2020-02-11,352,3,56,0,0,10,0,8,,,,北京
2020-02-12,366,3,68,0,0,14,0,12,,,0.0,北京
2020-02-13,372,3,79,0,0,6,0,11,,,,北京
2020-02-14,375,4,97,0,0,3,1,18,,,,北京
2020-02-15,380,4,105,0,0,5,0,8,,,,北京
2020-02-16,381,4,114,0,0,1,0,9,,,,北京
2020-02-17,387,4,122,0,0,6,0,8,,,,北京
2020-02-18,393,4,145,0,0,6,0,23,,,,北京
2020-02-19,395,4,153,0,0,2,0,8,,,,北京
2020-02-20,396,4,169,0,0,1,0,16,,,,北京
2020-02-21,399,4,178,0,0,3,0,9,,,,北京
2020-02-22,399,4,189,0,0,0,0,11,,,,北京
2020-02-23,399,4,198,0,0,0,0,9,,,,北京
2020-02-24,400,4,215,0,0,1,0,17,,,,北京
2020-02-25,400,4,235,0,0,0,0,20,,,,北京
2020-02-26,410,5,248,0,0,10,1,13,,,,北京
2020-02-27,410,7,257,0,0,0,2,9,,,,北京
2020-02-28,411,8,271,0,0,1,1,14,,,,北京
2020-02-29,413,8,276,0,0,2,0,5,,,,北京
2020-03-01,414,8,282,0,0,1,0,6,,,0.0,北京
2020-03-02,414,8,288,0,0,0,0,6,,,,北京
2020-03-03,417,8,294,0,0,3,0,6,,,,北京
2020-03-04,418,8,297,0,0,1,0,3,,,,北京
2020-03-05,422,8,298,0,0,4,0,1,,,,北京
2020-03-06,426,8,303,0,0,4,0,5,,,,北京
2020-03-07,428,8,308,0,0,2,0,5,,,,北京
2020-03-08,428,8,315,0,0,0,0,7,,,,北京
2020-03-09,429,8,320,0,0,1,0,5,,,,北京
2020-03-10,435,8,326,0,0,6,0,6,,,,北京
2020-03-11,435,8,334,0,0,0,0,8,,,,北京
2020-03-12,436,8,342,0,0,1,0,8,,,,北京
2020-03-13,437,8,349,0,0,1,0,7,,,,北京
2020-03-14,442,8,353,0,0,5,0,4,,,,北京
2020-03-15,446,8,358,0,0,4,0,5,,,,北京
2020-03-16,455,8,368,0,0,9,0,10,,,,北京
2020-03-17,458,8,373,0,0,3,0,5,,,,北京
2020-03-18,479,8,379,0,0,21,0,6,,,,北京
2020-03-19,485,8,384,0,0,6,0,5,,,,北京
2020-03-20,499,8,392,0,0,14,0,8,,,,北京
2020-03-21,512,8,398,0,0,13,0,6,,,,北京
2020-03-22,522,8,400,0,0,10,0,2,,,,北京
2020-03-23,554,8,401,0,0,32,0,1,,,,北京
2020-03-24,559,8,401,0,0,5,0,0,,,,北京
2020-03-25,565,8,403,0,0,6,0,2,,,,北京
2020-01-21,2,0,0,0,5,2,0,0,,,,四川
2020-01-22,5,0,0,0,7,3,0,0,,,,四川
2020-01-23,15,0,0,0,10,10,0,0,,,,四川
2020-01-24,28,0,0,0,25,13,0,0,,,,四川
2020-01-25,44,0,0,0,34,16,0,0,,,,四川
2020-01-26,69,0,0,0,92,25,0,0,,,,四川
2020-01-27,90,0,0,0,138,21,0,0,,,,四川
2020-01-28,108,0,0,0,182,18,0,0,,,,四川
2020-01-29,142,1,1,0,243,34,1,1,,,,四川
2020-01-30,177,1,1,0,241,35,0,0,,,,四川
2020-01-31,207,1,3,0,256,30,0,2,,,,四川
2020-02-01,231,1,3,0,247,24,0,0,,,,四川
2020-02-02,254,1,12,0,268,23,0,9,,,,四川
2020-02-03,282,1,14,0,258,28,0,2,,,,四川
2020-02-04,301,1,24,0,281,19,0,10,,,,四川
2020-02-05,321,1,27,0,0,20,0,3,,,0.0,四川
2020-02-06,344,1,37,0,0,23,0,10,,,157.0,四川
2020-02-07,363,1,50,0,409,19,0,13,,,0.0,四川
2020-02-08,386,1,60,0,0,23,0,10,,,,四川
2020-02-09,405,1,76,0,0,19,0,16,,,,四川
2020-02-10,417,1,82,0,0,12,0,6,,,,四川
2020-02-11,436,1,85,0,0,19,0,3,,,,四川
2020-02-12,451,1,93,0,0,15,0,8,,,,四川
2020-02-13,463,1,105,0,0,12,0,12,,,,四川
2020-02-14,470,1,115,0,0,7,0,10,,,,四川
2020-02-15,481,3,127,0,0,11,2,12,,,,四川
2020-02-16,495,3,136,0,0,14,0,9,,,,四川
2020-02-17,508,3,163,0,0,13,0,27,,,,四川
2020-02-18,514,3,177,0,0,6,0,14,,,,四川
2020-02-19,520,3,198,0,0,6,0,21,,,,四川
2020-02-20,525,3,222,0,0,5,0,24,,,,四川
2020-02-21,526,3,242,0,0,1,0,20,,,,四川
2020-02-22,526,3,256,0,0,0,0,14,,,,四川
2020-02-23,527,3,263,0,0,1,0,7,,,,四川
2020-02-24,529,3,278,0,0,2,0,15,,,,四川
2020-02-25,531,3,292,0,0,2,0,14,,,,四川
2020-02-26,534,3,310,0,0,3,0,18,,,,四川
2020-02-27,538,3,326,0,0,4,0,16,,,,四川
2020-02-28,538,3,350,0,0,0,0,24,,,,四川
2020-02-29,538,3,363,0,0,0,0,13,,,,四川
2020-03-01,538,3,378,0,0,0,0,15,,,,四川
2020-03-02,538,3,389,0,0,0,0,11,,,,四川
2020-03-03,538,3,400,0,0,0,0,11,,,,四川
2020-03-04,539,3,418,0,0,1,0,18,,,,四川
2020-03-05,539,3,428,0,0,0,0,10,,,,四川
2020-03-06,539,3,448,0,0,0,0,20,,,,四川
2020-03-07,539,3,457,0,0,0,0,9,,,,四川
2020-03-08,539,3,465,0,0,0,0,8,,,,四川
2020-03-09,539,3,470,0,0,0,0,5,,,,四川
2020-03-10,539,3,484,0,0,0,0,14,,,,四川
2020-03-11,539,3,494,0,0,0,0,10,,,,四川
2020-03-12,539,3,500,0,0,0,0,6,,,,四川
2020-03-13,539,3,510,0,0,0,0,10,,,,四川
2020-03-14,539,3,515,0,0,0,0,5,,,,四川
2020-03-15,539,3,516,0,0,0,0,1,,,,四川
2020-03-16,539,3,520,0,0,0,0,4,,,,四川
2020-03-17,540,3,525,0,0,1,0,5,,,,四川
2020-03-18,540,3,531,0,0,0,0,6,,,,四川
2020-03-19,541,3,536,0,0,1,0,5,,,,四川
2020-03-20,542,3,536,0,0,1,0,0,,,,四川
2020-03-21,543,3,536,0,0,1,0,0,,,,四川
2020-03-22,543,3,536,0,0,0,0,0,,,,四川
2020-03-23,545,3,536,0,0,2,0,0,,,,四川
2020-03-24,547,3,536,0,0,2,0,0,,,,四川
2020-03-25,547,3,536,0,0,0,0,0,,,,四川
2020-01-23,3,0,0,0,12,3,0,0,,,,黑龙江
2020-01-24,9,1,0,0,18,6,1,0,,,,黑龙江
2020-01-25,15,1,0,0,13,6,0,0,,,,黑龙江
2020-01-26,21,1,0,0,47,6,0,0,,,,黑龙江
2020-01-27,30,1,0,0,67,9,0,0,,,,黑龙江
2020-01-28,37,1,0,0,68,7,0,0,,,,黑龙江
2020-01-29,43,1,0,0,105,6,0,0,,,,黑龙江
2020-01-30,59,2,0,0,128,16,1,0,,,,黑龙江
2020-01-31,80,2,0,0,149,21,0,0,,,,黑龙江
2020-02-01,95,2,2,0,172,15,0,2,,,,黑龙江
2020-02-02,118,2,2,0,163,23,0,0,,,,黑龙江
2020-02-03,155,2,2,0,178,37,0,0,,,,黑龙江
2020-02-04,190,2,4,0,184,35,0,2,,,,黑龙江
2020-02-05,227,3,7,0,0,37,1,3,,,0.0,黑龙江
2020-02-06,277,3,8,0,0,50,0,1,,,88.0,黑龙江
2020-02-07,285,5,12,0,210,8,2,4,,,0.0,黑龙江
2020-02-08,307,6,13,0,0,22,1,1,,,0.0,黑龙江
2020-02-09,331,7,15,0,0,24,1,2,,,,黑龙江
2020-02-10,360,8,27,0,0,29,1,12,,,0.0,黑龙江
2020-02-11,378,8,28,0,0,18,0,1,,,,黑龙江
2020-02-12,395,9,31,0,0,17,1,3,,,,黑龙江
2020-02-13,418,11,37,0,0,23,2,6,,,,黑龙江
2020-02-14,425,11,48,0,0,7,0,11,,,,黑龙江
2020-02-15,445,11,70,0,0,20,0,22,,,,黑龙江
2020-02-16,457,11,80,0,0,12,0,10,,,,黑龙江
2020-02-17,464,11,85,0,0,7,0,5,,,,黑龙江
2020-02-18,470,12,108,0,0,6,1,23,,,,黑龙江
2020-02-19,476,12,123,0,0,6,0,15,,,,黑龙江
2020-02-20,479,12,141,0,0,3,0,18,,,,黑龙江
2020-02-21,479,12,183,0,0,0,0,42,,,,黑龙江
2020-02-22,480,12,215,0,0,1,0,32,,,,黑龙江
2020-02-23,480,12,224,0,0,0,0,9,,,,黑龙江
2020-02-24,480,12,232,0,0,0,0,8,,,,黑龙江
2020-02-25,480,12,245,0,0,0,0,13,,,,黑龙江
2020-02-26,480,13,262,0,0,0,1,17,,,,黑龙江
2020-02-27,480,13,280,0,0,0,0,18,,,,黑龙江
2020-02-28,480,13,295,0,0,0,0,15,,,,黑龙江
2020-02-29,480,13,330,0,0,0,0,35,,,,黑龙江
2020-03-01,480,13,350,0,0,0,0,20,,,,黑龙江
2020-03-02,480,13,358,0,0,0,0,8,,,,黑龙江
2020-03-03,480,13,372,0,0,0,0,14,,,,黑龙江
2020-03-04,481,13,379,0,0,1,0,7,,,,黑龙江
2020-03-05,481,13,380,0,0,0,0,1,,,,黑龙江
2020-03-06,481,13,402,0,0,0,0,22,,,,黑龙江
2020-03-07,481,13,409,0,0,0,0,7,,,,黑龙江
2020-03-08,481,13,421,0,0,0,0,12,,,,黑龙江
2020-03-09,481,13,434,0,0,0,0,13,,,,黑龙江
2020-03-10,482,13,435,0,0,1,0,1,,,,黑龙江
2020-03-11,482,13,440,0,0,0,0,5,,,,黑龙江
2020-03-12,482,13,446,0,0,0,0,6,,,,黑龙江
2020-03-13,482,13,447,0,0,0,0,1,,,,黑龙江
